"Model","Term","Estimate","SE","z","p"
"helotiales","(Intercept)",-3.2039606150517,1.25587699332894,-2.55117390641817,0.0107360739764776
"helotiales","elevation",0.00100655121306039,0.000420115328088885,2.39589261748486,0.0165799468607593
"helotiales","siteDOM",-0.729060985214882,0.365104629165383,-1.99685494780357,0.0458409424799239
"helotiales","siteMA",0.00503735081788896,0.387135052124752,0.0130118696053017,0.989618323087034
"helotiales","siteNV",-0.886429519536949,0.334574093830712,-2.64942664683855,0.0080628473123777
"helotiales","(phi) (phi)",6.26982471217508,1.0711435271864,5.85339364244135,4.81642308970951e-09
