"Model","Term","Estimate","SE","z","p"
"sebacinales","(Intercept)",0.416892589129871,1.39408272395433,0.299044369438387,0.764906191714084
"sebacinales","elevation",-0.00100406946949518,0.000470950706495469,-2.13200544270728,0.0330063991267736
"sebacinales","siteDOM",0.719622329587869,0.416242764847397,1.72885246390216,0.0838355036486747
"sebacinales","siteMA",0.30290528848781,0.460330655824415,0.658016763939674,0.510527359142827
"sebacinales","siteNV",0.977896002856422,0.371352116376798,2.63333897864254,0.00845499158913109
"sebacinales","(phi) (phi)",10.1809567768809,2.0241202970694,5.02981803582588,4.90945533824059e-07
